verb,agency,power,verb_prep,prep,lemma
sways,agency_pos,power_agent,sways,,sway
swears,agency_pos,power_agent,swears,,swear
sweats,agency_neg,,sweats,,sweat
sweeps,agency_pos,power_agent,sweeps,,sweep
swells,agency_equal,,swells,,swell
swerves,agency_pos,,swerves,,swerve
swigs,agency_pos,power_equal,swigs,,swig
swims,agency_pos,,swims,,swim
swings,agency_pos,power_agent,swings,,swing
swipes,agency_pos,power_agent,swipes,,swipe
swirls,agency_pos,power_agent,swirls,,swirl
switches,agency_pos,power_agent,switches,,switch
swivels,agency_pos,power_agent,swivels,,swivel
swoops,agency_pos,,swoops,,swoop
tackles,agency_pos,power_agent,tackles,,tackle
tacks,agency_pos,power_agent,tacks,,tack
tags,agency_pos,power_agent,tags,,tag
tailors,agency_pos,power_equal,tailors,,tailor
tails,agency_pos,power_theme,tails,,tail
takes,agency_pos,power_equal,takes,,take
talks,agency_pos,,talks,,talk
talks,agency_pos,power_equal,talks to,to,talk
tangles,agency_pos,power_agent,tangles,,tangle
taps,agency_equal,power_equal,taps,,tap
targets,agency_pos,power_agent,targets,,target
tastes,agency_pos,power_agent,tastes,,taste
tattooes,agency_pos,power_agent,tattooes,,tattoo
taunts,agency_pos,power_agent,taunts,,taunt
taxis,agency_pos,,taxis,,taxis
teaches,agency_pos,power_agent,teaches,,teach
tears,agency_pos,power_agent,tears,,tear
teases,agency_pos,power_agent,teases,,tease
teeters,agency_neg,,teeters,,teeter
telephones,agency_pos,power_equal,telephones,,telephone
tells,agency_pos,power_equal,tells,,tell
tempts,agency_pos,power_agent,tempts,,tempt
tends,agency_pos,power_agent,tends,,tend
tenses,agency_pos,power_equal,tenses,,tense
terminates,agency_pos,power_agent,terminates,,terminate
terms,agency_pos,power_agent,terms,,term
terrifies,agency_pos,power_agent,terrifies,,terrify
testifies,agency_pos,power_equal,testifies,,testify
tests,agency_pos,power_agent,tests,,test
tethers,agency_pos,power_agent,tethers,,tether
thanks,agency_pos,power_theme,thanks,,thank
thaws,agency_pos,power_agent,thaws,,thaw
thinks,agency_pos,power_equal,thinks,,think
thins,agency_pos,power_agent,thins,,thin
thrashes,agency_pos,power_agent,thrashes,,thrash
threads,agency_pos,,threads,,thread
threatens,agency_pos,power_agent,threatens,,threaten
thrills,agency_pos,power_agent,thrills,,thrill
throbs,agency_neg,,throbs,,throb
throttles,agency_pos,power_agent,throttles,,throttle
throws,agency_pos,power_agent,throws,,throw
thrusts,agency_pos,power_agent,thrusts,,thrust
thumbs,agency_equal,,thumbs,,thumb
thumps,agency_pos,power_agent,thumps,,thump
thunders,agency_pos,,thunders,,thunder
tickles,agency_pos,power_equal,tickles,,tickle
ticks,agency_equal,power_equal,ticks off,off,tick
tidies,agency_pos,power_agent,tidies,,tidy
ties,agency_pos,power_equal,ties,,tie
tightens,agency_pos,power_agent,tightens,,tighten
tilts,agency_pos,power_agent,tilts,,tilt
times,agency_pos,power_agent,times,,time
tings,agency_pos,,tings,,ting
tips,agency_pos,power_theme,tips,,tip
tiptoes,agency_pos,,tiptoes,,tiptoe
tires,agency_equal,power_agent,tires,,tire
toasts,agency_pos,power_equal,toasts,,toast
tolerates,agency_equal,power_equal,tolerates,,tolerate
topples,agency_pos,power_agent,topples,,topple
tops,agency_pos,power_agent,tops,,top
torments,agency_pos,power_agent,torments,,torment
tortures,agency_pos,power_agent,tortures,,torture
tosses,agency_pos,power_agent,tosses,,toss
totals,agency_pos,power_agent,totals,,total
touches,agency_pos,power_theme,touches,,touch
towers,agency_neg,,towers,,tower
tows,agency_pos,power_agent,tows,,tow
toys,agency_pos,power_agent,toys with,with,toy
traces,agency_pos,power_theme,traces,,trace
tracks,agency_pos,power_agent,tracks,,track
trades,agency_pos,power_agent,trades,,trade
trails,agency_pos,power_equal,trails,,trail
trains,agency_pos,power_agent,trains,,train
tramples,agency_pos,power_agent,tramples,,trample
transfers,agency_pos,power_agent,transfers,,transfer
transfixes,agency_pos,power_agent,transfixes,,transfix
transforms,agency_pos,power_agent,transforms,,transform
translates,agency_pos,power_agent,translates,,translate
transmits,agency_pos,power_equal,transmits,,transmit
transports,agency_pos,power_agent,transports,,transport
traps,agency_pos,power_agent,traps,,trap
trashes,agency_pos,power_agent,trashes,,trash
travels,agency_pos,power_agent,travels,,travel
treads,agency_pos,,treads,,tread
treats,agency_pos,power_agent,treats,,treat
trembles,agency_neg,,trembles,,tremble
trickles,agency_neg,,trickles,,trickle
tricks,agency_pos,power_agent,tricks,,trick
tries,agency_pos,power_equal,tries,,try
triggers,agency_pos,power_agent,triggers,,trigger
trims,agency_pos,power_agent,trims,,trim
trips,agency_pos,power_agent,trips,,trip
trips,agency_neg,power_theme,trips on,on,trip
trots,agency_pos,power_equal,trots,,trot
troubles,agency_pos,power_agent,troubles,,trouble
trudges,agency_pos,,trudges,,trudge
trusts,agency_neg,power_theme,trusts,,trust
tucks,agency_pos,power_equal,tucks,,tuck
tugs,agency_pos,power_agent,tugs,,tug
tumbles,agency_pos,,tumbles,,tumble
tunes,agency_pos,power_agent,tunes,,tune
turns,agency_pos,power_agent,turns,,turn
twinkles,agency_equal,,twinkles,,twinkle
twirls,agency_pos,power_agent,twirls,,twirl
twists,agency_pos,power_agent,twists,,twist
twitches,agency_neg,,twitches,,twitch
types,agency_pos,power_equal,types,,type
unbuckles,agency_pos,power_agent,unbuckles,,unbuckle
unbuttons,agency_pos,power_agent,unbuttons,,unbutton
uncovers,agency_pos,power_agent,uncovers,,uncover
underestimates,agency_equal,power_theme,underestimates,,underestimate
undergoes,agency_neg,power_theme,undergoes,,undergo
underlies,agency_neg,power_agent,underlies,,underlie
undermines,agency_pos,power_agent,undermines,,undermine
underscores,agency_pos,power_agent,underscores,,underscore
understands,agency_equal,power_agent,understands,,understand
undertakes,agency_pos,power_theme,undertakes,,undertake
undoes,agency_pos,power_agent,undoes,,undo
undresses,agency_pos,power_agent,undresses,,undress
undulates,agency_pos,,undulates,,undulate
unfolds,agency_pos,power_agent,unfolds,,unfold
unhooks,agency_pos,power_agent,unhooks,,unhook
unites,agency_pos,power_agent,unites,,unite
unleashes,agency_pos,power_agent,unleashes,,unleash
unloads,agency_pos,power_theme,unloads,,unload
unlocks,agency_pos,power_equal,unlocks,,unlock
unnerves,agency_pos,power_agent,unnerves,,unnerve
unpacks,agency_pos,power_agent,unpacks,,unpack
unravels,,power_agent,unravels,,unravel
unrolls,agency_pos,power_agent,unrolls,,unroll
unscrews,agency_pos,power_agent,unscrews,,unscrew
unties,agency_pos,power_agent,unties,,untie
unwraps,agency_pos,power_agent,unwraps,,unwrap
unzips,agency_pos,power_agent,unzips,,unzip
upholds,agency_pos,power_theme,upholds,,uphold
upsets,agency_pos,power_agent,upsets,,upset
urges,agency_pos,power_equal,urges,,urge
uses,agency_pos,power_agent,uses,,use
ushers,agency_equal,power_agent,ushers,,usher
utters,agency_pos,power_equal,utters,,utter
values,agency_neg,power_theme,values,,value
vanishes,agency_neg,,vanishes,,vanish
varies,agency_neg,,varies,,vary
vaults,agency_pos,power_agent,vaults,,vault
veers,agency_pos,,veers,,veer
vents,agency_pos,power_equal,vents,,vent
ventures,agency_pos,,ventures,,venture
verifies,agency_equal,power_agent,verifies,,verify
vetoes,agency_pos,power_agent,vetoes,,veto
vibrates,agency_pos,power_agent,vibrates,,vibrate
views,agency_neg,power_equal,views,,view
violates,agency_pos,power_agent,violates,,violate
visits,agency_pos,power_theme,visits,,visit
voices,agency_pos,power_equal,voices,,voice
volunteers,agency_pos,power_equal,volunteers,,volunteer
votes,agency_pos,power_theme,votes,,vote
wads,agency_pos,power_agent,wads,,wad
wags,agency_pos,power_agent,wags,,wag
wails,agency_neg,,wails,,wail
waits,agency_neg,power_theme,waits,,wait
wakes,agency_pos,power_agent,wakes,,wake
walks,agency_pos,power_agent,walks,,walk
walls,agency_pos,power_agent,walls,,wall
waltzes,agency_pos,,waltzes,,waltz
wanders,agency_neg,,wanders,,wander
wants,agency_neg,power_theme,wants,,want
warms,agency_pos,power_agent,warms,,warm
warns,agency_pos,power_agent,warns,,warn
warrants,agency_equal,power_agent,warrants,,warrant
washes,agency_pos,power_agent,washes,,wash
wastes,agency_equal,power_agent,wastes,,waste
watches,agency_equal,power_agent,watches,,watch
waters,agency_pos,power_agent,waters,,water
wavers,agency_equal,,wavers,,waver
waves,agency_pos,power_equal,waves,,wave
weakens,agency_pos,power_agent,weakens,,weaken
wears,agency_pos,power_agent,wears,,wear
weathers,agency_pos,power_theme,weathers,,weather
weaves,agency_pos,power_agent,weaves,,weave
wedges,agency_pos,power_agent,wedges,,wedge
weeps,agency_neg,,weeps,,weep
weighs,agency_equal,power_agent,weighs,,weigh
welcomes,agency_pos,power_equal,welcomes,,welcome
welds,,power_agent,welds,,weld
wells,agency_equal,,wells,,well
wets,agency_pos,power_agent,wets,,wet
whacks,agency_pos,power_agent,whacks,,whack
wheels,agency_pos,power_agent,wheels,,wheel
wheezes,agency_equal,,wheezes,,wheeze
whimpers,agency_neg,,whimpers,,whimper
whines,agency_equal,,whines,,whine
whips,agency_pos,power_agent,whips,,whip
whirls,agency_pos,power_agent,whirls,,whirl
whirs,agency_pos,,whirs,,whir
whisks,agency_pos,power_agent,whisks,,whisk
whispers,agency_pos,power_equal,whispers,,whisper
whistles,agency_pos,,whistles,,whistle
whoops,agency_equal,,whoops,,whoop
widens,agency_pos,power_agent,widens,,widen
wields,agency_pos,power_agent,wields,,wield
wiggles,agency_pos,power_equal,wiggles,,wiggle
wills,agency_pos,power_agent,wills,,will
winces,agency_neg,,winces,,wince
winds,agency_pos,power_agent,winds,,wind
winks,agency_equal,,winks,,wink
wins,agency_pos,power_agent,wins,,win
wipes,agency_pos,power_agent,wipes,,wipe
wires,agency_pos,power_agent,wires,,wire
wishes,agency_neg,power_theme,wishes,,wish
withdraws,agency_pos,power_agent,withdraws,,withdraw
withers,agency_neg,,withers,,wither
withholds,agency_pos,power_agent,withholds,,withhold
witnesses,agency_neg,power_theme,witnesses,,witness
wobbles,agency_neg,,wobbles,,wobble
wonders,agency_neg,power_theme,wonders,,wonder
works,agency_pos,,works,,work
worries,agency_neg,power_equal,worries,,worry
worsens,agency_pos,power_agent,worsens,,worsen
worships,agency_pos,power_theme,worships,,worship
wounds,agency_pos,power_agent,wounds,,wound
wracks,agency_pos,power_equal,wracks,,wrack
wraps,agency_pos,power_equal,wraps,,wrap
wrecks,agency_pos,power_agent,wrecks,,wreck
wrenches,agency_pos,,wrenches,,wrench
wrestles,agency_pos,,wrestles,,wrestle
wriggles,agency_pos,,wriggles,,wriggle
wrings,agency_pos,power_agent,wrings,,wring
writes,agency_pos,power_agent,writes,,write
writhes,agency_equal,,writhes,,writhe
yanks,agency_pos,power_agent,yanks,,yank
yawns,agency_equal,,yawns,,yawn
yells,agency_pos,,yells,,yell
yelps,agency_pos,,yelps,,yelp
yields,agency_equal,power_agent,yields,,yield
zaps,agency_pos,power_agent,zaps,,zap
zips,agency_pos,,zips,,zip
zooms,agency_pos,,zooms,,zoom
